Date,AT,BE,CY,FI,FR,DE,GR,IE,IT,LT,MT,NL,PT,SK,SI,ES,US
2000Q1,-0.7387169837067602,-1.3018113657323602,,-3.0658770529045998,-0.6258098441054702,0.2942758956268299,0.005537968557840056,-8.424829398536268,-0.7003703630897005,,,-1.0913262395042,-0.7405787231546999,,,-2.9583404782248293,6.002
2000Q2,-0.22946819086545966,-0.7818699711484101,,-2.5074744696510907,-0.5422110952235597,-0.04370116430871995,0.06160956909026005,-10.81597484714775,-1.2466232655898404,,,-1.3141392959058993,-0.10465361238578019,,,-2.8918552642114794,6.027
2000Q3,0.15440128316156043,-0.5948486772421102,,-4.80806577415982,-0.3945937291006696,0.7388020919386302,-1.7883146087547508,-10.078921389581858,-1.0324744902048097,,,-1.1620553061470198,-1.53351323372756,,,-3.3423279577619796,5.8078
2000Q4,-0.36269834884993957,-0.5837138937570496,,-4.745517587766519,-0.39011121044964003,1.1846061511387993,-3.2627813698533705,-9.47403227402952,-1.3198606106681097,,,-1.9147531404282092,-2.2722068277982803,,,-3.8786668806044604,5.1116
2001Q1,-0.3482917763005098,0.7609215691918392,,-2.1222313014619902,0.6227394754625801,0.5449203055700504,-3.411201954355411,-8.097916067146251,-1.2803364499515597,,,-2.4760074989733902,-0.9125060995835601,,,-3.3702352600393297,4.9146
2001Q2,0.9122252915753004,0.8729353639603099,,-1.2300508982805503,1.0124769413284405,0.9197568094949298,-2.51639484205126,-6.395091607969429,0.07845352699977015,,,-1.9096971110145797,-1.9109649632877197,,,-2.59791368405042,5.3475
2001Q3,1.8514947852850923,1.6263124492601162,,0.35232183290028996,1.2429737784619201,1.28986211854813,-2.7124176015017896,-3.2332149847251097,0.8536791259541603,,,-1.3778214800325204,-0.54155902253078,,,-2.4867237159786804,4.5902
2001Q4,2.4612223724542703,3.180831137082216,,2.613109911345887,2.64159494035333,1.64198436795734,-0.3308609122071,-2.9200912567718995,2.8659713167542105,,,-0.05107859654715008,-0.9623398497446103,,,-1.0152560398161596,5.0292
2002Q1,2.41354845605657,2.1043614994326942,,2.878694395799925,2.3803914439528047,4.112721429152527,-0.7547115279202199,-4.86353145368779,3.829847459479964,,,1.1834210963368246,-0.6511478020947004,,,-0.04970301305887004,5.406
2002Q2,1.8217468881482002,2.40682853370424,,1.2201717052044199,2.2571787645312806,4.044760198136566,-3.29951525549611,-4.37727409108005,2.855196240526274,,,1.5351460946548119,0.5684055861213901,,,-1.0702612488658003,4.8088
2002Q3,0.4741391527725498,1.0935527924942603,,1.9265201204023903,1.41202103038496,2.694541094398927,-2.84367054804417,-6.77979226797888,1.5680452853473512,,,0.9842139692152514,0.2509419611543191,,,-0.5941075260078899,3.6001
2002Q4,0.7656894004275698,0.40199696412996033,,0.23369075463532996,0.9383317867478702,2.7682499686950255,-3.6268561152938203,-6.69964012424777,0.5994731864060803,,,1.3297386976940742,1.8312972836577106,,,-2.2140446262045796,3.8181
2003Q1,1.5365430481659743,1.0525840357206095,,1.2463372061974103,0.6986987924380001,3.578188730265452,-5.291200991043049,-3.04750084258164,0.7145264766742578,,,0.9889457971945383,1.72723519455279,,,-2.98828988416981,3.8019
2003Q2,1.8511909910599673,1.6692466154936318,,1.6372843476062608,1.569471282851534,4.058584854337369,-4.98714274985649,-2.30923988309582,1.2067183688738163,,,1.8590040263638423,2.3453469588514597,,,-1.6927003122807003,3.5161
2003Q3,1.7879543319237043,1.6975001936018477,,0.390877089776704,1.5067313731662557,3.743755704657936,-4.505931176398811,-0.6326909817512603,1.6318269707989386,,,2.065061255537998,1.8880651667773671,,,-1.86633703592093,3.9395
2003Q4,1.96579957430027,1.5495581269531398,,1.4743630484085521,0.7092004181416001,3.486916350333671,-5.666737699873961,-3.9319353257343197,1.4629127879750394,,,2.1538992482312587,1.3403344430878974,,,-1.3084797905227905,4.251934458
2004Q1,0.6053029188674706,-0.016697191289310354,,-0.37535468454081045,0.026670538634759655,1.987366941193795,-5.011827628856459,-5.18990549692383,0.8811649151853402,,,1.5714298533285505,0.48503457674274,,,-0.9208295578403498,3.8405
2004Q2,-0.29364355934718933,-1.4852077409987596,,0.9485959440803677,-1.05130693310493,1.0611022668302394,-3.06483600273753,-6.03535591246143,0.6560837033306299,,,0.9096780345954305,-0.7285935953021103,,,-1.8869439800863397,4.5826
2004Q3,-1.3402087207161295,-2.2449423993829902,,0.6659828032877697,-0.8787541033004502,1.742314797990772,-3.9598461683130095,-5.770630106962431,0.4487709496358898,,,0.9000937715619606,-0.2384889519710498,,,-2.82619803204582,4.123
2004Q4,-2.02357192748189,-2.618246210022,,-1.8260098154218194,-0.9576849964865701,1.6439295166965988,-2.14151935585877,,1.2215146047121213,,,0.6345992607975197,0.04830244140547002,,,-2.92072306654776,4.218
2005Q1,-0.6280393076339896,-1.6243271879374097,,-0.8090166695961463,0.05505903283466007,1.7875058033749622,0.11668896853638389,,1.5207737686092562,,,0.7618030142441101,0.38539222215694036,,,-3.24767560361557,4.486
